,0,1,2,3
1768,Dominion Energy South Carolina Inc,27-Mar-2001,31-Dec-2000,SCG_p.N^L09
1769,Central Maine Power Co,26-Mar-2001,31-Dec-2000,CTPPO.PK^J22
1770,OGE Energy Corp,26-Mar-2001,31-Dec-2000,OGE.N
1771,Florida Power & Light Co,26-Mar-2001,31-Dec-2000,ELB.N^L03
1772,Duquesne Light Co,26-Mar-2001,31-Dec-2000,DQUEK.PK^D15
1773,WD Media LLC,26-Mar-2001,31-Dec-2000,KOMG.OQ^I07
1774,CMS Energy Corp,23-Mar-2001,31-Dec-2000,CMS.N
1775,NSTAR,23-Mar-2001,31-Dec-2000,NST.DG^D12
1776,Potomac Electric Power Co,23-Mar-2001,31-Dec-2000,—
1777,WEC Energy Group Inc,23-Mar-2001,31-Dec-2000,WEC.N
1778,GPU Inc,21-Mar-2001,31-Dec-2000,GPUI.PK^H09
1779,Puget Sound Energy Inc,19-Mar-2001,31-Dec-2000,—
1780,Entergy Arkansas LLC,16-Mar-2001,31-Dec-2000,EAI.N
1781,Oglethorpe Power Corp,16-Mar-2001,31-Dec-2000,—
1782,Idacorp Inc,16-Mar-2001,31-Dec-2000,IDA.N
1783,Calpine Corp,15-Mar-2001,31-Dec-2000,CPN.N^C18
1784,Pinnacle West Capital Corp,14-Mar-2001,31-Dec-2000,PNW.N
1785,San Diego Gas & Electric Co,13-Mar-2001,31-Dec-2000,SDO_ph.A^J13
1786,Empire District Electric Co,09-Mar-2001,31-Dec-2000,EDE.N^A17
1787,UIL Holdings Corp (Pre-Merger),09-Mar-2001,31-Dec-2000,UIL.N^L15
1788,Maine Public Service Co,09-Mar-2001,31-Dec-2000,—
1789,CH Energy Group Inc,09-Mar-2001,31-Dec-2000,CHG.N^F13
1790,Nextera Energy Inc,08-Mar-2001,31-Dec-2000,NEE.N
1791,TNP Enterprises Inc,08-Mar-2001,31-Dec-2000,—
1792,Portland General Electric Co,05-Mar-2001,31-Dec-2000,POR.N
1793,Cinergy Corp,27-Feb-2001,31-Dec-2000,CIN.N^D06
1794,Public Service Company of New Mexico,22-Feb-2001,31-Dec-2000,PNMXO.PK
1795,Niagara Mohawk Power Corp,16-Feb-2001,31-Dec-2000,NMK_pb.N
1796,York Research Corp,12-Jun-2000,28-Feb-2000,YORK.PK^L16
1797,Ridgewood Power Growth Fund,17-Apr-2000,31-Dec-1999,—
1798,Cambridge Electric Light Co,14-Apr-2000,31-Dec-1999,—
1799,Commonwealth Electric Co,14-Apr-2000,31-Dec-1999,—
1800,Covanta Energy LLC,14-Apr-2000,31-Dec-1999,CVGYQ.PK^L04
1801,Canal Electric Co,14-Apr-2000,31-Dec-1999,—
1802,NSTAR Electric Co,14-Apr-2000,31-Dec-1999,NSARO.PK
1803,Trigen Energy Corp,04-Apr-2000,31-Dec-1999,—
1804,Wisconsin Electric Power Co,31-Mar-2000,31-Dec-1999,WELPP.PK
1805,Chugach Electric Association Inc,31-Mar-2000,31-Dec-1999,—
1806,WEC Energy Group Inc,31-Mar-2000,31-Dec-1999,WEC.N
1807,PECO Energy Co,31-Mar-2000,31-Dec-1999,PE_pa.N^E13
1808,Thermal Energy Storage Inc,30-Mar-2000,31-Dec-1999,THES.PK^L11
1809,Environmental Power Corp,30-Mar-2000,31-Dec-1999,EPGRQ.PK
1810,Coso Energy Developers Ltd,30-Mar-2000,31-Dec-1999,—
1811,AES Eastern Energy LP,30-Mar-2000,31-Dec-1999,—
1812,NSTAR,30-Mar-2000,31-Dec-1999,NST.DG^D12
1813,Pineapple Energy Inc,30-Mar-2000,31-Dec-1999,PEGY.OQ
1814,Edison Mission Energy,30-Mar-2000,31-Dec-1999,—
1815,Indiantown Cogeneration LP,30-Mar-2000,31-Dec-1999,—
1816,Cleco Corporate Holdings LLC,30-Mar-2000,31-Dec-1999,CNL.N^D16
1817,CMS Energy Corp,30-Mar-2000,31-Dec-1999,CMS.N
1818,Versant Power,30-Mar-2000,31-Dec-1999,BANGN.PK
1819,Dayton Power and Light Co,30-Mar-2000,31-Dec-1999,DAYPO.PK^J16
1820,Duke Energy Florida LLC,30-Mar-2000,31-Dec-1999,FLPWP.PK^C13
1821,Pinnacle West Capital Corp,30-Mar-2000,31-Dec-1999,PNW.N
1822,AES Corp,30-Mar-2000,31-Dec-1999,AES.N
1823,SDG&E Funding LLC,30-Mar-2000,31-Dec-1999,—
1824,Evergy Missouri West Inc,29-Mar-2000,31-Dec-1999,ILA.N^G08
1825,Duquesne Light Co,29-Mar-2000,31-Dec-1999,DQUEK.PK^D15
1826,Calenergy Minerals LLC,29-Mar-2000,31-Dec-1999,—
1827,San Diego Gas & Electric Co,29-Mar-2000,31-Dec-1999,SDO_ph.A^J13
1828,Alliant Energy Corp,29-Mar-2000,31-Dec-1999,LNT.OQ
1829,Cleveland Electric Illuminating Co,29-Mar-2000,31-Dec-1999,CVE_p.N^C05
1830,Edison International,29-Mar-2000,31-Dec-1999,EIX.N
1831,Southern California Edison Co,28-Mar-2000,31-Dec-1999,SCE_pe.A^I20
1832,CE Casecnan Water & Energy Co Inc,28-Mar-2000,31-Dec-1999,—
1833,Southern California Edison Co,28-Mar-2000,31-Dec-1999,SCE_pe.A^I20
1834,CE Casecnan Water & Energy Co Inc,28-Mar-2000,31-Dec-1999,—
1835,Green Mountain Power Corp,28-Mar-2000,31-Dec-1999,GMP.N^D07
1836,ESI Tractebel Funding Corp,27-Mar-2000,31-Dec-1999,—
1837,Alabama Power Co,27-Mar-2000,31-Dec-1999,ALP_pq.N^J22
1838,OGE Energy Corp,27-Mar-2000,31-Dec-1999,OGE.N
1839,Connecticut Light and Power Co,27-Mar-2000,31-Dec-1999,CNLPL.PK
1840,Niagara Mohawk Holdings Inc,24-Mar-2000,31-Dec-1999,—
1841,Varco International Inc (OLD),24-Mar-2000,31-Dec-1999,—
1842,Drayton Richdale Corp,24-Mar-2000,31-Dec-1999,DRYN.PK
1843,AEP Texas Central Co,22-Mar-2000,31-Dec-1999,ATXCH.PK^K11
1844,El Paso Electric Co,22-Mar-2000,31-Dec-1999,EE.N^G20
1845,Empire District Electric Co,21-Mar-2000,31-Dec-1999,EDE.N^A17
1846,Maine Public Service Co,21-Mar-2000,31-Dec-1999,—
1847,Central Maine Power Co,21-Mar-2000,31-Dec-1999,CTPPO.PK^J22
1848,CMP Group Inc,21-Mar-2000,31-Dec-1999,—
1849,Duke Energy Carolinas LLC,21-Mar-2000,31-Dec-1999,—
1850,GPU Inc,20-Mar-2000,31-Dec-1999,GPUI.PK^H09
1851,Sempra Texas Holdings Corp,20-Mar-2000,31-Dec-1999,—
1852,Centerpoint Energy Houston Electric LLC,17-Mar-2000,31-Dec-1999,HSLPP.PK^H09
1853,Wisconsin Public Service Corp,16-Mar-2000,31-Dec-1999,WIPSI.PK^K15
1854,Entergy Arkansas LLC,15-Mar-2000,31-Dec-1999,EAI.N
1855,Puget Sound Energy Inc,14-Mar-2000,31-Dec-1999,—
1856,Northern States Power Co (Wisconsin),14-Mar-2000,31-Dec-1999,—
1857,TodCo,13-Mar-2000,31-Dec-1999,THE.N^G07
1858,United Illuminating Co,10-Mar-2000,31-Dec-1999,—
1859,Public Service Company of New Mexico,09-Mar-2000,31-Dec-1999,PNMXO.PK
1860,Tucson Electric Power Co,08-Mar-2000,31-Dec-1999,—
1861,PG&E Corp,08-Mar-2000,31-Dec-1999,PCG.N
1862,Pacific Gas and Electric Co,07-Mar-2000,31-Dec-1999,PCG_pa.A
1863,Portland General Electric Co,03-Mar-2000,14-Feb-2000,POR.N
1864,Florida Power & Light Co,02-Mar-2000,31-Dec-1999,ELB.N^L03
1865,Ipalco Enterprises Inc,01-Mar-2000,31-Dec-1999,IPL.N^C01
1866,Calpine Corp,29-Feb-2000,31-Dec-1999,CPN.N^C18
